commit_id,lines_added,lines_removed,lines_modified,files_changed,commit_role
1335a9516d3d52f157ad87456efdd8dc9ae1747b,0,0,2,1,BFC
fadbe0cd5292851608e2e01b91d9295fa287b9fe,45,56,63,16,BIC
9afe11e956766eaac4643adaaf49f223dd536c92,0,0,2,1,BFC
9d29f14db1095f52ca00b8162b242d6fce07d19f,5,1,1,1,BFC
c0678b2d6648ab65b68703044709e367799ba9f9,0,2,0,1,BFC
0431b9065f28ecf6c320fefebe0241620049984f,27,8,26,4,BIC
f0f4b0cc3a8cffd983f5940d46cd0227f3f5710a,8,0,1,1,BFC
ebb657babfa9b0b1978c1998e93865772ee9bb27,26,16,16,1,BIC
5ac5c3bcf57419d0aa3f53b12b8c07599a13fdcc,0,0,2,1,BFC
7c9574090d30609df66d5c39139c82e6b6e98f9c,4,20,4,1,BIC
c71f20ee76342376e3c4c67cdbe7421d8c4e886e,1,0,0,1,BFC
14b93bb6bbf08c5002eddda1af1916e72e542eb8,433,423,1,2,BIC
5ca05345c56cb979e1a25ab6146437002f95cac8,0,0,1,1,BFC
10f74377eec3318a63a3693e6e6d13af55c25624,5,21,5,4,BIC
403fe7f34e3327ddac2e06a15e76a293d613381e,0,0,0,0,BFC
73e0e4dfed4c5c3bd1533321c98f2dac379324f8,0,0,0,0,BIC
0cf55bbef2f9f5a51d947c430e207d2360e89e4c,0,0,0,0,BIC
80e162ee9b31d77d851b10f8c5299132be1e120f,0,0,1,1,BFC
7e8401b23e7fd4f585b0fcb62d0895487d5f11d6,1,0,1,1,BIC
522caebb2c3684f4a1d154526fb5e33f1381e92a,1,0,1,1,BFC
c10ac75aeed2d8486a73a316ac3a08f85d140894,2,0,1,1,BFC
6e982aeae5779a67fc02c5f6873654c49af97e70,9,0,9,3,BIC
776b2e15f8af7900409456292efd45af6de97172,8,19,15,1,BFC
e69ff813af354ae445518d44e299eeb85d5037e2,59,14,12,3,BIC
552416c146fadc67cd9b53ef7adf88d3381c43a6,0,0,1,1,BFC
9326e6f25574bbb8bd48206d245654780e3fd665,11,0,1,2,BFC
def96527707e1978a0c88e75d13b082f51460d5c,0,0,2,1,BFC
214613656b5179f0daab6e0a080814b5100d45f0,236,0,0,4,BIC
163195fc12cae0c8b5c0d74d3ba8d2c5f81773bc,0,0,3,1,BFC
af713795c59fea36161a7debf97dbc10bf652cf7,54,0,0,2,BIC
d5fb46e0e3b7e49ee83ba92efc3ab4e1a545ecc1,0,0,1,1,BFC
8912862f067276b480c4fed9da74c9c5601130a6,2,6,2,1,BFC
0f433fa0ecc59c1d0792937a26436bec8dd42b6d,215,0,1,3,BIC
4c2f2454964477c66ef57745daab203b71783f66,6,16,1,2,BFC
d985d15151c0e9d3add8050da77d8f507f6cc7f5,1,0,1,1,BFC
1a8ee6f25b10da7e3de0899a184b221d793f2482,0,0,1,1,BFC
1033665e63b6d98e91c1b938bad2dc624a72c137,30,3,12,3,BIC
ef78618b9d29d40c95ca7092493545b8487e226c,17,3,2,1,BFC
