commit_id,lines_added,lines_removed,lines_modified,files_changed,project,commit_role
4d06f92f38b799295ae22c98be7a20cac3e2a1a7,2,0,0,1,linux,BFC
a00e76349f3564bb8129fc0510dfd93248c3084d,1,0,1,1,linux,BIC
de280f403f2996679e2607384980703710576fed,8,1,4,1,linux,BFC
275a9c72b420e5051b0e92e49b26bef06c196f29,16,0,2,1,linux,BFC
f41828ee10b36644bb2b2bfa9dd1d02f55aa0516,0,0,1,1,linux,BFC
7c70b896951c84d63e6d71b82668f9c8b8bbd440,38,0,19,9,linux,BFC
ca37081595a2fa1d67c962d416392d36ae8d05ad,117,0,0,1,linux,BIC
243e6a44b9ca5aa3c9ce47459a53e03b1dc7e665,72,18,8,3,linux,BIC
1d2ac403ae3bfde7c50328ee0d39d3fb3d8d9823,14,1,11,6,linux,BIC
5f9a50c3e55ee887b7a0ccb68045b92579972b55,28,0,26,1,linux,BIC
0ddad21d3e99c743a3aa473121dc5561679e26bb,21,0,30,4,linux,BIC
0b4a7092ffe568a55bf8f3cefdf79ff666586d91,3,0,2,1,linux,BFC
c7a3275e0f9e461bb8942132aa6914aae59e7103,0,0,1,1,linux,BIC
1aa48f088615ebfa5e139951a0d3e7dc2c2af4ec,36,38,15,3,linux,BFC
7002f77541f877a5590615ceb3da32b114f14b62,0,1,0,1,linux,BFC
fe3f1d5d7cd3062c0cb8fe70dd77470019dedd19,0,0,2,2,linux,BIC
c774905d98badddbeb4ad1bc653aedbd7ab024e4,0,0,1,1,linux,BFC
f4a551b72358facbbe5714248dff78404272feee,0,0,1,1,linux,BFC
aa136d9d72c2f9c4925ff86eebc86748fa069beb,6,0,0,1,linux,BIC
6000b8d900cd5f52fbcd0776d0cc396e88c8c2ea,10,0,0,1,linux,BIC
0dfc86b3173feee96f36e71879aa6dd56a4d7925,819,0,221,1,linux,BIC
9e80ed64a0067f407ac0fcb39bb018ebd675187f,1,49,24,1,linux,BIC
0033b34a03ec5cf747cdaf9b1f9dceb91c020f17,1,0,2,1,linux,BFC
bf73537f411b0d4f546adfb028e915eb633032c5,176,30,23,1,linux,BIC
8f1c0fd2c84c8bf738b7139d09d4ea53027f47c3,47,0,8,1,linux,BFC
25a5edea71b7c154b6a0b8cec14c711cafa31d26,4,0,2,1,linux,BFC
7eac3bd38d18cd3317756649921b8264ddfee692,0,2,3,1,linux,BFC
ef18a1ca847b01cb7296f11a728cb2f5ef671760,12,0,0,1,linux,BFC
39a6b9185d305d236bff625509ee63801b50301b,0,0,1,1,linux,BFC
4758fd801f919b8b9acad78d2e49a195ec2be46b,0,0,1,1,linux,BFC
ec649c9d454ea372dcf16cccf48250994f1d7788,1,0,3,1,linux,BFC
4e3b0468e6d7f3c38ce52320803769b49ba87930,526,0,13,3,linux,BIC
c81471f5e95c79c55687282ff6800f112b5d560b,75,12,14,2,linux,BIC
ab21d6063c01180a8e9b22a37b847e5819525d9f,60,0,4,1,linux,BIC
8e9ecb3e1e3366559cd4ed5ab698c391f8236a37,0,5,4,1,linux,BFC
49ba1a2976c8305647f772eec04c9596c12c6d3f,116,0,59,1,linux,BIC
756bbe4205bc63a84ab032a1b76970afe55e2d9d,219,0,0,3,linux,BIC
271dbc31843244e5192f0f8a8be0da26995f944a,2,0,2,1,linux,BFC
6ab405114b0b229151ef06f4e31c7834dd09d0c0,6,0,0,1,linux,BFC
e5645f51ba99738b0e5d708edf9c6454f33b9310,0,3,5,1,linux,BFC
e411072d5740a49cdc9d0713798c30440757e451,1,0,1,1,linux,BFC
ac6800e279a22b28f4fc21439843025a0d5bf03e,2,0,0,1,linux,BFC
8fa655a3a0013a0c2a2aada6f39a93ee6fc25549,0,0,1,1,linux,BFC
4a4b6848d1e932b977e6a00cda393adf7e839ff8,1,19,2,1,linux,BFC
f11a74b45d330ad1ab986852b099747161052526,1,29,19,1,linux,BFC
76a1850e45724e8aca44fc0a245de6782ce42e65,3,0,12,1,linux,BIC
b61f7dcf4eb2653e870c9079b02d11a0834cfe39,5,7,17,4,linux,BFC
d4983983d98710e4927fdb8de8e987c303b3fba3,250,0,0,2,linux,BIC
e71e2ace5721a8b921dca18b045069e7bb411277,0,2,12,1,linux,BFC
a75e2d604da8219d928be010bde37c3ab0ebd466,0,0,2,1,linux,BFC
eace75cfdcf7d9937d8c1fb226780123c64d72c4,476,0,0,3,linux,BIC
1a87f67a66de4ad0c0d79fd86b6c5273143387c3,0,0,1,1,linux,BFC
496245cac57e26d8b738d85c7a29cf9a47610f3f,109,0,0,2,linux,BIC
1897f0b618b0af0eb9dca709ab6bdf9ef1969ef7,3,0,0,1,linux,BFC
07ffaf343e34b555c9e7ea39a9c81c439a706f13,7,0,8,4,linux,BIC
1a3d59579b9f436da038f377309cf2270c76318e,5,13,12,2,linux,BIC
0e7def5fb0dc53ddbb9f62a497d15f1e11ccdc36,4,20,18,3,linux,BFC
d4d2313a3c17eff4aef9a544023c2df5b9f5bedc,0,0,1,1,linux,BFC
7a4697b201a617907e4b440ae34df601d4755bef,0,1,1,1,linux,BFC
7880287981b60a6808f39f297bb66936e8bdf57a,3,0,0,1,linux,BFC
da26ded3b2fff646d28559004195abe353bce49b,4,0,0,1,linux,BFC
a8c4a2522a0808c5c2143612909717d1115c40cf,3,0,1,1,linux,BFC
ead07f6a867b5b1b41cf703735e8b39094987a7d,42,1,6,3,linux,BIC
1da7b54c46bcfe5484af0b27d8c9003b238031b0,3,3,0,1,linux,BFC
6ad4194d6a1e1d11b285989cd648ef695b4a93c0,4,2,9,1,linux,BFC
414d38ba871092aeac4ed097ac4ced89486646f7,22,0,0,1,linux,BIC
221109e64316e089b79e604adaec9057e0c4785a,4,0,0,1,linux,BFC
38ea72bdb65df2f40ec77b2c9d1413e7f5e34465,5,0,6,1,linux,BFC
85faca8ca0f659263b5fb2385e4c231cc075bd84,2,0,0,1,linux,BFC
49c1d07fd04f54eb588c4a1dfcedc8d22c5ffd50,14,0,3,2,linux,BFC
447ae316670230d7d29430e2cbf1f5db4f49d14c,21,1,1,23,linux,BIC
ed2f3532321083cf40e4da4e36234880e0136136,2,0,0,1,linux,BFC
92c65e5553ed0a887735dfc1b86911541ca8be3e,4,0,5,1,linux,BIC
7aa09ff24301535491cd4de1b93107ee91449a12,2,0,1,1,linux,BFC
cfa63688603398e8de4315cd626f81516c88a4c4,18,82,137,6,linux,BIC
c58734eee6a2151ba033c0dcb31902c89e310374,0,0,1,1,linux,BFC
2e102b53f8a778f872dc137f4c7ac548705817aa,0,0,1,1,linux,BFC
6f23ee1fefdc1f80bd8a3ab04a1c41ab2dec14c9,1306,9,45,5,linux,BIC
ac746c8520d9d056b6963ecca8ff1da9929d02f1,133,0,6,3,linux,BIC
4e3fd721710553832460c179c2ee5ce67ef7f1e0,0,0,2,1,linux,BFC
dbb28b5c3d3cb945a63030fab8d3894cf335ce19,8,0,2,1,linux,BIC
9bd6823f5a64b6465708b244eecc9b7dd4b01bfc,2,0,0,1,linux,BFC
f3bb0f796f5ffe32f0fbdce5b1b12eb85511158f,0,0,2,1,linux,BFC
6f6ddbb09d2a5baded0e23add3ad2d9e9417ab30,42,0,8,1,linux,BFC
592594704761c7865bbbc13d89f838735035db84,103,0,9,5,linux,BIC
6b7f6aa75e38ef4e2bfb9e13726f6561e682892f,1,9,3,2,linux,BIC
2bf4ecbcc7d837903c5967c9274f41b1ad29d530,0,0,1,1,linux,BFC
512592779a337feb5905d8fcf9498dbf33672d4a,0,4,2,1,linux,BFC
28b1987ef5064dd5c43538ba1168ef7b801f3cad,97,1,8,3,linux,BIC
ce046e5d9b489554c29ae9277cdc2f86dee76a84,0,2,3,1,linux,BFC
31b22120194b5c0d460f59e0c98504de1d3f1f14,34,12,3,1,linux,BFC
49fbb8e37a961396a5b6c82937c70df91de45e9d,4,0,0,1,linux,BFC
c9fe7db6e884d0ab8c55d4ed4660fb19400acf2e,324,213,30,3,linux,BIC
a3d2ae043f6453aff68b617aabfc6710b1fa675d,0,0,1,1,linux,BFC
754f68044c7dd6c52534ba3e0f664830285c4b15,0,1,2,1,linux,BFC
24b43c99647bf9be4995e6a6c9c3a923c147770a,0,0,1,1,linux,BFC
e266a753bf51b2c3b46d0d230349662c35ac5629,19,0,0,3,linux,BFC
084609bf727981c7a2e6e69aefe0052c9d793300,1,2,2,1,linux,BFC
ec2025095cf6acda3233a4301809596938b47da5,221,81,35,1,linux,BIC
7ab72c597356be1e7f0f3d856e54ce78527f43c8,1,0,1,1,linux,BFC
