commit_id,lines_added,lines_removed,lines_modified,files_changed,project,commit_role
f82f80426f7afcf55953924e71555984a4bd6ce6,31,0,0,3,linux,BIC
29bc643ddd7efb741d07c8b2d9a4c3dd9228865b,1467,0,0,2,linux,BIC
4b4c21fad6ae6bd58ff1566f23b0f4f70fdc9a30,16,0,16,1,linux,BFC
4294a8c2b8db914b029801cf2a2ba438e8785714,0,0,1,1,linux,BFC
fb6f0b64e455b207a636346588e65bf9598d30eb,24,0,2,3,linux,BIC
1bda18de8f15a611a61d1a935b679db2e153338a,1,0,0,1,linux,BFC
8668d504d72c384fbfb6ab6f5d02a9fe4d813554,563,2,12,6,linux,BIC
e34ecee2ae791df674dfb466ce40692ca6218e43,27,60,21,1,linux,BIC
6458afc8c49148f0a5015d8853039a0b3fb91d98,0,14,0,1,linux,BIC
5930cb3511dfb4392de1180c892b353316ef29ec,566,0,0,2,linux,BIC
499a24256862714539e902c0499b67da2bb3ab72,332,0,0,4,linux,BIC
606f42265d384b9149bfb953c5dfc6d4710fef4c,6,0,1,1,linux,BFC
b3cf8d0695056a370276c416979277635c3e4299,49,4,10,4,linux,BIC
4cb19355ea19995941ccaad115dbfac6b75215ca,0,0,2,1,linux,BIC
f934a94bb566a629b7e0be52d087a686145d1f14,1,0,0,1,linux,BIC
6b71aceceb09918daf37a40a1221077599040be3,5,0,0,1,linux,BFC
97ac0e47aed5f635893b0e2df634c64b38ca7541,52,1,21,13,linux,BIC
358d79a47e5a8db83925241629252cfe64f225f7,3,0,1,1,linux,BFC
c2cf265d860882b51a200e4a7553c17827f2b730,0,0,1,1,linux,BFC
2408898e3b6c99b3ec792760989e57026cd9909d,26,0,0,1,linux,BIC
64ae0e71c60dc4bd3a59ae709b807f96f68df495,0,2,0,1,linux,BFC
b060ca3b2e9e72ef005e2042476f95ee0b8839e9,8,6,0,1,linux,BIC
0dcad700bb2776e3886fe0a645a4bf13b1e747cd,0,0,4,1,linux,BFC
603f2bee2c5419f6bcccc53be7f1f643122c97b7,1670,0,0,1,linux,BIC
ee4ad5d06509b3aea79b6a77bebd09ef891bed8d,0,0,1,1,linux,BFC
404cd9a22150f24acf23a8df2ad0c094ba379f57,0,1,0,1,linux,BFC
079adf05398f12371ea91dd53fdf61ee6352bc01,6,0,1,2,linux,BFC
c0c378f9907c9e52aa95a87ac4622039a84bac99,7,217,48,3,linux,BIC
9301397a63b3bf1090dffe846c6f1c8efa032236,48,0,2,3,linux,BIC
d341b427c3c3fd6a58263ce01e01700d16861c28,2,0,0,1,linux,BFC
8d94b590f1e4d60e0a1f51a43aded1b0e6fd06f7,22,41,20,5,linux,BIC
fa81cbafbf5764ad5053512152345fab37a1fe18,1,0,0,1,linux,BFC
5e761a2287234bc402ba7ef07129f5103bcd775c,2,0,1,1,linux,BFC
0c931a290cc0377c99a8cd970a49e736dbb23e0e,19,0,0,1,linux,BFC
bd73758803c2eedc037c2268b65a19542a832594,10,0,0,1,linux,BFC
334d37c9e26364511f0673ef155e2ad207316e90,62,45,101,5,linux,BIC
3ddb3fd8cdb0a6c11b7c8d91ba42d84c4ea3cc43,0,0,2,2,linux,BFC
d64264d6218e6892edd832dc3a5a5857c2856c53,7,0,2,1,linux,BFC
c5ad54cf7dd8922bd1cee2d5871aebf73dc9638e,34,5,17,1,linux,BIC
aac78a44088728f0712eaea74fbb2493e12080dd,61,4,0,2,linux,BIC
686f85d71d095f1d26b807e23b0f0bfd22042c45,9,0,4,1,linux,BFC
74d2aacbe84042d89f572a3112a146fca05bfcb1,42,0,0,2,linux,BIC
cd5676db0574cc1c0b234bc3b17565b07290aa72,39,0,0,1,linux,BIC
1ba34e71e9e56ac29a52e0d42b6290f3dc5bfd90,15,0,0,1,linux,BFC
2e0eaa1aa0084ff1ee1af7cf388358b868143816,2,3,44,1,linux,BIC
5f58ac04f36e32507d8f60fd47266ae2a60a2fa8,0,0,1,1,linux,BFC
846f0e9e74a034750123860804e247c13c5ee2ec,151,0,0,1,linux,BIC
ce54bf5e9554073d41eac3b2832cf3144f891d32,0,0,2,1,linux,BFC
da8d02d19ffdd201af632c755a473b6df4b3e4cc,43,3,17,2,linux,BIC
863d7b1851a12cf8ceb272d71c8e1bcfdaa26952,0,0,1,1,linux,BFC
ad0834dedaa15c3a176f783c0373f836e44b4700,3,1,2,1,linux,BFC
c027c6b4e91f21dfa4feab91e2155c8403f49f5c,19,10,6,7,linux,BIC
d84aec42151b489c4ca6e342ff5233c4789f5b90,29,0,3,1,linux,BIC
d0b075ffeede257342c3afdbeadd2fda8504ecee,110,16,39,3,linux,BIC
971d080212be4ce2b91047d25a657f46d3e39635,2,1,1,1,linux,BFC
06eb395fa9856b5a87cf7d80baee2a0ed3cdb9d7,17,0,2,2,linux,BIC
b3b8e1eb27c523e32b6a8aa7ec8ac4754456af57,4,24,46,2,linux,BFC
7d5ec3d3612396dc6d4b76366d20ab9fc06f399f,10,1,17,1,linux,BIC
b034ed50a2bb517c4b76e84f7723cb6bf60a4edd,1,0,1,1,linux,BFC
c4dc56be7e26040bfc60ce73425353516a356955,0,0,2,1,linux,BIC
624bf42c2e3930acca9fcfc340b2fa38e712da84,0,2,1,1,linux,BFC
918698d5c2b50433714d2042f55b55b090faa167,0,0,8,1,linux,BIC
21a9314cf93bfe9f77e2e019c272d15d58504670,0,45,17,1,linux,BIC
c2a6bbaf0c5f90463a7011a295bbdb7e33c80b51,8,0,1,1,linux,BIC
aff2252a2ad3844ca47bf2f18af071101baace40,0,0,1,1,linux,BFC
39841cc1cbb69344539c98a1fa9d858ed124c7ba,0,3,0,1,linux,BFC
9424693035a57961a8eb09e96aab315a7096535d,118,0,1,1,linux,BIC
edc4746f253d907d048de680a621e121517f484b,2,3,1,1,linux,BFC
a37f4958f7b63d2b3cd17a76151fdfc29ce1da5f,3,0,7,1,linux,BFC
b1ae32dbab50ed19cfc16d225b0fb0114fb13025,15,0,0,1,linux,BFC
56b14ecec97f39118bf85c9ac2438c5a949509ed,5,0,1,1,linux,BFC
b650009fcb701ea99aa133bbe18dbfc5305ddf1a,0,0,1,1,linux,BFC
cabdf83dadfb3d83eec31e0f0638a92dbd716435,0,0,1,1,linux,BFC
b01b7cf19bf4a677d5dd4e63b12d86a021db751d,38,3,6,3,linux,BFC
