commit_id,lines_added,lines_removed,lines_modified,files_changed,commit_role
2e53b877dc1258d4ac3de98f496bb88ec3bf5e25,134,0,0,1,BIC
a4fe9b6db6f93694fa14b41e764a2c0f147f13da,3,0,2,1,BFC
2373b35c24ffdf680efad11377ceb994149b1f6f,6,0,0,1,BIC
79932d161fda7f2d18761ace5f25445f7b525741,40,8,2,2,BFC
75eafc970bd9d36d906960a81376549f5dc99696,40,6,7,3,BIC
a36e07dfe6ee71e209383ea9288cd8d1617e14f9,0,0,1,1,BFC
54f586a9153201c6cff55e1f561990c78bd99aa7,37,7,9,2,BIC
9e2db50f1ef2238fc2f71c5de1c0418b7a5b0ea2,3,0,0,1,BFC
cacfddf82baf1470e5741edeecb187260868f195,9,0,0,1,BIC
a59d55568d02bbbdf9c0cc15be9580180f855b4f,3,0,2,1,BFC
585625c955b1dcdda55036bee6fbda5bc5d97bd2,95,0,3,1,BIC
9497b7880ffd71fcbd469970f6ef45bb55877bfd,9,0,0,3,BFC
1f682dc9fb3790aa7ec27d3d122ff32b1eda1365,68,48,16,7,BIC
a2b331ac11e1cac56f5b7d367e9f3c5796deaaed,4,0,0,1,BFC
858e26a515c28df3ef542d9c09493b54a329d6cf,2,1,2,1,BIC
5c422f0b970d287efa864b8390a02face404db5d,0,0,1,1,BFC
0104d52a6a69b06b0e8167f7c1247e8c76aca070,0,1,0,1,BFC
1dfdbe73ccf95765135b1b1ee8335ea3cb16bca0,21,59,26,1,BIC
52857c3baa0e5ddeba7b2c84e56bb71c9674e048,0,1,0,1,BFC
f3c668074a04020c06e434c51b030bad1702aa12,24,52,17,1,BIC
a7f0e4bea8eda1d286f4e99176bcb88f53aa703b,5,1,0,1,BFC
d61fd650e9d206a71fda789f02a1ced4b19944c4,43,6,8,4,BIC
8cc3b1ccd930fe6971e1527f0c4f1bdc8cb56026,9,0,2,3,BIC
49e6123c65dac6393b04f39ceabf79c44f66b8be,19,1,1,3,BFC
7c236c43b838221e17220bcb39e8e8d8c7123713,1553,0,1,9,BIC
eacec7ebc16cf5d2f6a6c7cf5d57156da2c3e98f,0,0,0,0,BFC
3404fe15a60fe790799d6e1dd5de51997f338cc6,0,0,0,0,BIC
5202f4c3816b42e989f9cad49a73c7e88fba89f4,0,0,0,0,BFC
3220c3b2115102bb35f8f07d90d2989a3f5eb452,3,0,4,1,BFC
155ab8836caa69579a97a02ccafee929091170b5,100,64,38,11,BIC
f6ee6c8499226eb158ca30457d346511f5e329ce,2,0,0,1,BFC
74e79da9fd46a59788ad58982e63fe9dbc496cb1,154,0,1,1,BIC
04d46a7b38375aef945b663a3957f85025f74934,48,0,0,1,BIC
6d9f2dadba698114fed97b224578c5338a36b0d9,3,0,0,1,BFC
029bfd1cd53cd8ba896a676e5c1bcf6cd0100d3c,87,6,7,1,BIC
45fa7c38696bae632310c2876ba81fdfa25cc9c2,0,0,0,0,BFC
133fe2e617e48ca0948983329f43877064ffda3e,0,0,0,0,BIC
