commit_id,lines_added,lines_removed,lines_modified,files_changed,commit_role
075d3db8d10d82bb86777df3f81e1b83caeb630a,35,0,0,1,BIC
b157d73ed0af6f901a59e25e095b46a7cb8bd397,0,0,0,0,BFC
83c177aea4c37d1a2ef1e2488b25838f70cf6571,0,0,0,0,BIC
f82682f4043f7de8af0bfe74dcf434b3f890669b,0,0,0,0,BFC
e31f941cf977f4ed7882358de2f513cac5865330,0,0,0,0,BIC
7c2d4811d11547123bada3330fa2ad9f7ed240af,0,0,0,0,BFC
041b9a7b9fdbe4f12c2e48ead3d45ef67d830cd6,0,0,0,0,BIC
6d1238aa3395cf2a56f1f82a506a95348e0d3b14,0,0,0,0,BFC
3b0541791453fbe7f42867e310e0c9eb6295364d,2,0,0,1,BFC
04cf8b32bc6d3fbc640d5f62b3a14df207d3e1db,1,2,0,1,BFC
f12486e06ae87453530f00a6cb49b60ae3fe4551,63,1,1,3,BIC
12e750bc62044de096ab9a95201213fd912b9994,1,3,1,1,BFC
03197b61c5ec28f5eded69abb54eca699ac9ba0c,215,27,27,1,BIC
ef4021fe5fd77ced0323cede27979d80a56211ca,65,7,0,4,BFC
b62a8d9b45b971a67a0f8413338c230e3117dff5,174,159,306,9,BIC
f8210e34887e1feb977a9b6b8caa086855af40c9,2,2,2,1,BIC
d27e5e07f9c49bf2a6a4ef254ce531c1b4fb5a38,1,0,0,1,BFC
d99b601b63386f3395dc26a699ae703a273d9982,35,2,10,5,BIC
cf401e2856b27b2deeada498eab864e2a50cf219,2,1,2,1,BFC
1a058c3376765ee31d65e28cbbb9d4ff15120056,45,0,1,2,BIC
2b892649254fec01678c64f16427622b41fa27f4,1,3,0,1,BFC
3d3ced2ec5d71b99d72ae6910fbdf890bc2eccf0,13,0,0,1,BFC
20b2af32ff3f0ac74f2bfd0bc2c175b56002d1f1,368,0,0,1,BIC
a3e2f6ad8961f78bf89e9caf3ff82cf5bc306511,0,0,0,0,BFC
3b6471c7becd06325eb5e701cc2602b2edbbc7b6,0,0,5,1,BFC
4b4eda001704f3a26e55d99b1d61844d81b12361,9,3,0,1,BIC
18fa84a2db0e15b02baa5d94bdb5bd509175d2f6,7,1,1,1,BFC
ec438699a9ae0856c2ce20a50dd39cdc7e92a732,25,9,1,2,BIC
3ea3091f1bd8586125848c62be295910e9802af0,20,10,3,1,BFC
0c9e8b3cad654bfc499c10b652fbf8f0b890af8f,39,18,4,1,BIC
501b125a29f7cd8983960c5f3c80b337b1359cc3,0,0,1,1,BFC
60276f9849988d3d3a54943c9ec27222c5819dae,20,0,3,2,BIC
81cb4203a5fec7d3f8cf4f145e8e7077b2dcbc78,0,0,1,1,BFC
fbca0b284bd02bf83c9813168d1a58b6ec54d1ca,1,1,1,1,BIC
8a5e0af240e07dd3d4897eb8ff52aab757da7fab,2,2,1,1,BFC
