commit_id,lines_added,lines_removed,lines_modified,files_changed,commit_role
240c811ccde49ad336b23c582018c6001690f19d,32,0,3,2,BIC
8ccb5bf7619c6523e7a4384a84b72e7be804298c,1,0,1,1,BFC
9408cc94eb041d0c2f9f00189a613b94c0449450,102,20,20,2,BIC
04d36d748fac349b068ef621611f454010054c58,39,17,23,5,BFC
730c5fd42c1e3652a065448fd235cb9fafb2bd10,61,28,11,4,BIC
f71dbf2fb28489a79bde0dca1c8adfb9cdb20a6b,0,2,2,1,BFC
06d9532fa6b34f12a6d75711162d47c17c1add72,3,2,10,2,BIC
c54849ddd832ae0a45cab16bcd1ed2db7da090d7,0,0,1,1,BFC
a3a53b7603798fd875e2afbba7e2b9ba6b19c7c7,102,1,2,3,BIC
8889f6fa35884d09f24734e10fea0c9ddcbc6429,1,21,5,4,BFC
280d14a69da2e71f43408537c008f2775d5e5360,14,23,7,2,BFC
0cd9d33ace336bc424fc30944aa3defd6786e4fe,3,0,5,1,BFC
5153faac18d293fc7abb19ff7034683fbcd82dc7,2,111,37,3,BIC
00fe717ee1ea3c2979db4f94b1533c57aed8dea9,18,6,0,3,BFC
7401bc18d1ee39e46b668341097e0183975c02eb,126,0,5,4,BIC
64ae572bc7d0060429e40e1c8d803ce5eb31a0d6,2,0,1,1,BFC
9fbf082f569980ddd7cab348e0a118678db0e47e,2,2,0,1,BFC
30aad41721e087babcf27c5192474724d555936c,18,0,0,2,BIC
41196224883a64e56e0ef237c19eb837058df071,3,0,2,1,BFC
5f490a520bcb393389a4d44bec90afcb332eb112,100,0,1,2,BFC
ee71d16d22bb268c1f6a64ef6d3654ace5f1e8c7,14,26,7,7,BIC
3220fb8d5e59d7a9b59d02965d4209aef7691e9f,8,0,1,3,BFC
1dc925568f015edfdbb89e20ad41755bb70538b9,15,4,0,3,BIC
31484d56ca9511e62c08626db338d2aaafb3aa3f,1,4,8,3,BFC
389b8fb3c4befcc42edbc6d40525c6cb7704daf8,0,0,0,0,BFC
8e1974a2a02bf5b77831c686f01761163ea0cd3e,0,0,1,1,BFC
474809a28e7b0671a5090de6e0db91f0e3821360,0,0,1,1,BFC
71723a96b8b1367fefc18f60025dae792477d602,32,3,3,2,BIC
d4c3c0b8221a72107eaf35c80c40716b81ca463e,2,1,8,1,BFC
98c49f1746ac44ccc164e914b9a44183fad09f51,0,0,1,1,BFC
987f028b8637cfa7658aa456ae73f8f21a7a7f6f,0,0,1,1,BIC
5c0dd228b5fc30a3b732c7ae2657e0161ec7ed80,10,0,0,1,BFC
878508aed4776a5b08dcc000d33a01a42e3fd07d,0,0,1,1,BFC
b4c119dbc300c7a6ee2da70d5c7ba14747b35142,32,0,10,1,BIC
ba19e16651a5c67fa8b53ce4fb5bfbab8d326b6c,0,0,1,1,BFC
86dd738cf20cee4ac316274743e5707c4ccb6039,1,0,0,1,BIC
0dba808eae2627f40024872d2f02f75f0d2b0790,85,8,5,3,BIC
a5b0cda136f4f420a8e24e50d19dfcef2f81df2e,0,0,0,0,BFC
2e36e140b8b8de4023dd0b85e099567ee88cf872,7,0,0,1,BIC
4099c3295e480907e37b93d51fc17fda81dd5bed,0,0,2,1,BFC
973649d38e2664eb45e1ae9adfdce53626c29f94,0,0,2,1,BFC
809a9b63323278e94f73d8b1f85b64e347f639ba,0,0,2,1,BFC
faa37a9318899752d85761d47e79a42f3a0aa1b9,0,0,2,1,BFC
b2c5b614ca6ed460144788e7f9634569cc0c7b51,4,0,2,1,BFC
50e741bb3b15fd5410bac379bdb4bc795d62b45c,15,11,7,1,BFC
d3e42bb0a329fadff98fcb927714d0a486840e3b,3,1,5,3,BFC
27ae7997a66174cb8afd6a75b3989f5e0c1b9e5a,356,49,14,9,BIC
44efc78d0e464ce70b45b165c005f8bedc17952e,6,2,1,1,BFC
979923871f69a4dc926658f9f9a1a4c1bde57552,31,4,3,6,BFC
fd24a8624eb29d3b6b7df68096ce0321b19b03c6,1,0,0,1,BFC
3a167beac07cba597856c12b87638a06b0d53db7,593,132,153,22,BIC
e032e3b55b6f487e48c163c5dca74086f147a169,1,1,0,1,BFC
b527b638fd63ba791dc90a0a6e9a3035b10df52b,10,26,17,1,BFC
e62347d2453474fa514fbbbc4636313d34d3c850,111,1,3,2,BIC
7ef224d1d0e3a1ade02d02c01ce1dcffb736d2c3,879,0,0,6,BIC
a4072fe85ba3671720cab0788291af953db27318,37,1,2,1,BIC
b562d140649966d4daedd0483a8fe59ad3bb465a,0,0,1,1,BFC
2480c093130f64ac3a410504fa8b3db1fc4b87ce,194,1,3,2,BIC
07c5972951f088094776038006a0592a46d14bbc,4,3,0,1,BFC
003461559ef7a9bd0239bae35a22ad8924d6e9ad,8,0,1,1,BFC
c4b75479741c9c3a4f0abff5baa5013d27640ac1,0,6,1,1,BIC
9e0cda721d18f44f1cd74d3a426931d71c1f1b30,0,0,1,1,BFC
eee28109f871ea43f65cb19f429ed95ddda79343,19,0,0,1,BIC
9293724192a73f49c722e9685d45649c6df67dfe,2,2,10,1,BFC
b4fb4cc5ba83b20dae13cef116c33648e81d2f44,2,0,0,1,BFC
722c7b2bfeadbae8d9aaa08552c456e09d17a7f7,7,9,0,2,BIC
36798d5ae1af62e830c5e045b2e41ce038690c61,5,2,1,1,BFC
3cb6d8e5cf9811a62e27f366fd1c05f90310a8fd,0,0,1,1,BFC
9edbf1fa600a2ef17c7553c2103d0055d0320d15,545,0,2,6,BIC
25a3a15417cf4311f812f5a2b18c5fc2809f66d7,0,0,1,1,BFC
67719ef25eeb2048b11befa6a757aeb3848b5df1,33,38,5,1,BIC
92ea637edea36e58236e3124f199161da6f5c5de,29,0,0,2,BIC
4a267aa707953a9a73d1f5dc7f894dd9024a92be,1,0,1,1,BFC
8fa76162487143d202db20ce84e12061b671a058,0,0,2,1,BIC
08607e8319c76a8a37fc2a0ecac328833f4e9f39,0,0,0,0,BFC
7d083ae983573de16e3ab0bfd47486996d211417,0,0,0,0,BIC
aa76829171e98bd75a0cc00b6248eca269ac7f4f,21,4,9,1,BFC
80f393a23be68e2f8a0f74258d6155438c200bbd,192,12,25,2,BIC
3837407c1aa1101ed5e214c7d6041e7a23335c6e,3,0,0,1,BFC
7a0adc7064b88609e2917446af8789fac1d4fdd1,58,1,0,5,BIC
6ec20aa2e510b6297906c45f009aa08b2d97269a,12,1,5,5,BFC
9933819099c4600b41a042f27a074470a43cf6b9,0,0,0,0,BFC
f7354ccac844da7b1af8cc4f09da330fa3e960e4,0,2,1,2,BIC
fcfd7345209210ab309f4422a308bad3e1fa6b8c,0,0,0,0,BFC
6cd021a58c18a1731f7e47f83e172c0c302d65e5,3,0,0,1,BFC
34719de919af07682861cb0fa2bcf64da33ecf44,0,0,0,0,BFC
080481f54ef621211d6c75a03dc652fb6ed04222,161,171,3,2,BIC
9466f43741bc08edd7b1bee642dd6f5561091634,3,0,2,1,BFC
54f73df4cab18734b71a4325feb4749d334dc877,1,1,3,1,BFC
ed581a0ace44fc4f454e7765a1625a46258080c7,13,0,0,1,BIC
3eb6d7aca53d81ce888624f09cd44dc0302161e8,0,1,1,1,BFC
0301ccbaf67d3d9aea97156c5eb85233bb5a5178,5,3,23,1,BIC
fa34edbed46178545285fd080c8d4d3fbc8fbc71,2,2,2,2,BFC
ea930000a6dcd161346c957545f7e67b3f77ec06,223,0,0,5,BIC
37c58ddf57364d1a636850bb8ba6acbe1e16195e,1,0,6,2,BFC
4ed8a03740d0ce092563c8fcb76d2c28da4675cd,114,0,2,3,BIC
1630146db2111412e7524d05d812ff8f2c75977e,0,0,0,0,BFC
b05142675310d2ac80276569e151742f880e3ec3,0,0,0,0,BIC
e5429340bfa2dc43a07c3329e0c30cdae4cc0b35,19,9,12,2,BFC
ea660ad7c1c476fd6e5e3b17780d47159db71dea,1,24,2,1,BFC
47ace7e012b9f7ad71d43ac9063d335ea3d6820b,7,2,0,1,BFC
ff36ab34583ae23250a4bf39805d69771e7e0131,7,12,5,1,BIC
42cde48b2d39772dba47e680781a32a6c4b7dc33,0,0,1,1,BFC
4d8b81abc47b83a1939e59df2fdb0e98dfe0eedd,83,13,12,6,BIC
f9b84e19221efc5f493156ee0329df3142085f28,0,0,7,4,BFC
54bf36aac520315385fe7623a5c3a698e993ceda,2,2,78,7,BIC
005ba37cb89bcc0cf63c2029a41f8db165aeb615,31,9,0,6,BFC
936a5fe6e6148c0b3ea0d792b903847d9b9931a1,109,3,16,4,BIC
22b1d57b032cea4d612746473ed28cb20665d876,1,0,2,1,BFC
6ad1e29fe0aba843dfffc714fced0ef6a2e19502,5,2,7,1,BFC
f1b9dd5eb86cec1fcf66aad17e7701d98d024a9a,6,5,15,1,BIC
fcfbc617547fc6d9552cb6c1c563b6a90ee98085,0,0,6,1,BFC
8f964525a121f2ff2df948dac908dcc65be21b5b,34,7,12,5,BIC
2620fe268e80d667a94553cd37a94ccaa2cb8c83,2,5,1,1,BFC
e751732486eb3f159089a64d1901992b1357e7cc,5,2,1,1,BIC
a7baead7e312f5a05381d68585fb6dc68e19e90f,39,0,0,1,BFC
5f409e20b794565e2d60ad333e79334630a6c798,147,35,37,10,BIC
c9aef3b85f425d1f6635382ec210ee5a7ef55d7d,16,1,1,1,BFC
